net,length_um
_01572_,4.24
_01595_,4.24
_01659_,4.24
_01989_,4.24
_04335_,4.24
_04596_,4.24
net667,4.24
net690,4.24
net1665,4.24
net1864,4.24
net1957,4.24
_02335_,4.22
async_fifo_Writing.async_fifo\[14\]\[31\],4.22
async_fifo_Writing.async_fifo\[8\]\[7\],4.22
net1633,4.22
async_fifo_Writing.async_fifo\[6\]\[62\],4.2
net2028,4.2
_01150_,4.195
_00334_,4.165
_00432_,4.165
_00525_,4.165
_00570_,4.165
_00692_,4.165
_00798_,4.165
_00991_,4.165
_01289_,4.165
_01479_,4.165
_01631_,4.165
_01960_,4.165
_02119_,4.165
m_apb_paddr[16],4.15
net616,4.15
net627,4.15
_00401_,4.145
_02421_,4.14
_02970_,4.14
net670,4.14
net694,4.14
_00957_,4.125
_00169_,4.12
_00179_,4.12
_02020_,4.12
_02042_,4.12
_02107_,4.12
_02113_,4.12
_02373_,4.12
_03131_,4.12
net752,4.12
net836,4.12
net855,4.12
net987,4.12
net1092,4.12
net1284,4.12
async_fifo_Writing.async_fifo\[2\]\[53\],4.105
_02045_,4.1
_02914_,4.1
_04652_,4.1
async_fifo_Writing.async_fifo\[10\]\[53\],4.1
async_fifo_Writing.async_fifo\[13\]\[50\],4.1
async_fifo_Writing.async_fifo\[15\]\[39\],4.1
_01310_,4.085
_01663_,4.085
_01683_,4.085
_01786_,4.085
_01788_,4.085
_02092_,4.08
net1021,4.08
_00894_,4.065
_03338_,4.04
_01169_,4.025
_01532_,4.025
_01729_,4.025
_01098_,4.02
_01221_,4.02
_01915_,4.02
_02083_,4.02
_04716_,4.02
_04922_,4.02
_05202_,4.02
_00010_,4
_00017_,4
_00067_,4
_00146_,4
_00187_,4
_00250_,4
_00969_,4
_00981_,4
_01120_,4
_01281_,4
_01343_,4
_01352_,4
_01364_,4
_01908_,4
_02081_,4
_02150_,4
_02179_,4
_02319_,4
_02395_,4
_02398_,4
_02452_,4
_02545_,4
_02553_,4
_03317_,4
_03388_,4
_03498_,4
_03541_,4
_03573_,4
_03602_,4
_03773_,4
_03851_,4
_04177_,4
_04251_,4
_04424_,4
_04555_,4
_04812_,4
_04886_,4
_05253_,4
async_fifo_Reading.async_fifo\[12\]\[25\],4
async_fifo_Reading.async_fifo\[12\]\[35\],4
async_fifo_Reading.async_fifo\[15\]\[23\],4
async_fifo_Reading.async_fifo\[3\]\[13\],4
async_fifo_Reading.async_fifo\[5\]\[28\],4
async_fifo_Reading.async_fifo\[6\]\[14\],4
async_fifo_Reading.async_fifo\[6\]\[26\],4
async_fifo_Reading.async_fifo\[7\]\[7\],4
axi_slave_fsm_block.axi_araddr_reg\[10\],4
axi_slave_fsm_block.axi_awaddr_reg\[19\],4
axi_slave_fsm_block.axi_awaddr_reg\[27\],4
axi_slave_fsm_block.axi_wdata_reg\[15\],4
net660,4
net1590,4
net1759,4
async_fifo_Writing.async_fifo\[4\]\[18\],3.985
async_fifo_Writing.async_fifo\[8\]\[16\],3.985
_00065_,3.98
_03199_,3.98
_03741_,3.98
async_fifo_Writing.async_fifo\[12\]\[6\],3.98
async_fifo_Writing.async_fifo\[13\]\[54\],3.98
async_fifo_Writing.async_fifo\[1\]\[66\],3.98
async_fifo_Writing.async_fifo\[3\]\[14\],3.98
async_fifo_Writing.async_fifo\[5\]\[46\],3.98
async_fifo_Writing.async_fifo\[6\]\[42\],3.98
net403,3.98
_00522_,3.965
_00646_,3.965
_00687_,3.965
_00739_,3.965
_00837_,3.965
_00928_,3.965
_00931_,3.965
_01085_,3.965
_01143_,3.965
_01239_,3.965
_01269_,3.965
_01317_,3.965
_01392_,3.965
_01545_,3.965
_01721_,3.965
_01775_,3.965
_01698_,3.955
m_apb_paddr[0],3.93
m_apb_paddr[12],3.93
m_apb_paddr[17],3.93
m_apb_paddr[3],3.93
m_apb_paddr[8],3.93
m_apb_pwdata[0],3.93
m_apb_pwdata[15],3.93
m_apb_pwdata[16],3.93
m_apb_pwdata[24],3.93
prdata_slaves[106],3.93
prdata_slaves[116],3.93
prdata_slaves[14],3.93
prdata_slaves[46],3.93
prdata_slaves[4],3.93
prdata_slaves[89],3.93
s_axi_rdata[10],3.93
s_axi_rdata[5],3.93
s_axi_rdata[9],3.93
s_axi_rdata_return[30],3.93
s_axi_wready,3.93
_00232_,3.925
_00386_,3.925
_00447_,3.925
_00552_,3.925
_00815_,3.925
_00895_,3.925
_00942_,3.925
_00992_,3.925
_01027_,3.925
_01166_,3.925
_01225_,3.925
_01338_,3.925
_01417_,3.925
_01548_,3.925
_01970_,3.925
_02126_,3.925
_03404_,3.92
_00190_,3.905
_00455_,3.9
_00929_,3.9
_01627_,3.9
_02539_,3.9
_02548_,3.9
_03513_,3.9
_03759_,3.9
_03811_,3.9
_04283_,3.9
_04384_,3.9
_04462_,3.9
_05073_,3.9
_00005_,3.88
_02089_,3.88
_02407_,3.88
_02546_,3.88
_02565_,3.88
_03187_,3.88
_03224_,3.88
_03390_,3.88
_03475_,3.88
_03543_,3.88
_03648_,3.88
_03699_,3.88
_03737_,3.88
_03905_,3.88
_03924_,3.88
_03965_,3.88
_03969_,3.88
_04044_,3.88
_04156_,3.88
_04301_,3.88
_04325_,3.88
_04343_,3.88
_04361_,3.88
_04460_,3.88
_04653_,3.88
async_fifo_Reading.rptr_gray_sync2\[2\],3.88
async_fifo_Writing.async_fifo\[5\]\[35\],3.88
net711,3.88
net809,3.88
net810,3.88
net1112,3.88
net1146,3.88
net1502,3.88
net1785,3.88
_00306_,3.865
_00320_,3.865
_00371_,3.865
_00458_,3.865
_00933_,3.865
_01074_,3.865
_01247_,3.865
_01413_,3.865
_01457_,3.865
_01761_,3.865
async_fifo_Writing.async_fifo\[0\]\[31\],3.86
_03920_,3.82
m_apb_paddr[15],3.81
_00429_,3.805
_00640_,3.805
_00467_,3.8
_00881_,3.8
_01086_,3.8
_01212_,3.8
_01267_,3.8
_01322_,3.8
_01397_,3.8
_01398_,3.8
_01510_,3.8
_01517_,3.8
_01644_,3.8
_01702_,3.8
_01736_,3.8
_01739_,3.8
_01772_,3.8
_01781_,3.8
_01827_,3.8
_01846_,3.8
_01867_,3.8
_02118_,3.8
_00233_,3.78
_00412_,3.78
_00512_,3.78
_00616_,3.78
_01637_,3.78
_01662_,3.78
_02253_,3.78
net1782,3.78
net1956,3.78
net1968,3.78
net1978,3.78
async_fifo_Writing.async_fifo\[8\]\[64\],3.765
_00083_,3.76
_02038_,3.76
_05050_,3.76
_05332_,3.76
net875,3.76
net1009,3.76
net1269,3.76
_05298_,3.74
net1708,3.74
_00324_,3.735
_00108_,3.705
_00396_,3.705
_00410_,3.705
_00472_,3.705
_00538_,3.705
_00634_,3.705
_00635_,3.705
_00659_,3.705
_00666_,3.705
_00670_,3.705
_00764_,3.705
_00766_,3.705
_00776_,3.705
_00778_,3.705
_00831_,3.705
_00862_,3.705
_00913_,3.705
_01057_,3.705
_01190_,3.705
_01193_,3.705
_01213_,3.705
_01381_,3.705
_01420_,3.705
_01427_,3.705
_01475_,3.705
_01972_,3.705
_01974_,3.705
net890,3.705
net995,3.705
net1002,3.705
_00543_,3.685
_01596_,3.685
_00028_,3.66
_00051_,3.66
_00107_,3.66
_00173_,3.66
_00174_,3.66
_00178_,3.66
_00191_,3.66
_01476_,3.66
_01615_,3.66
_01928_,3.66
_01929_,3.66
_01931_,3.66
_01967_,3.66
_02021_,3.66
_02087_,3.66
_02364_,3.66
async_fifo_Reading.async_fifo\[11\]\[24\],3.66
async_fifo_Reading.async_fifo\[15\]\[17\],3.66
async_fifo_Reading.async_fifo\[15\]\[9\],3.66
async_fifo_Reading.async_fifo\[5\]\[4\],3.66
async_fifo_Reading.async_fifo\[8\]\[8\],3.66
net786,3.66
net939,3.66
net1253,3.66
_00598_,3.655
async_fifo_Writing.async_fifo\[4\]\[26\],3.645
async_fifo_Writing.async_fifo\[4\]\[31\],3.645
_02115_,3.64
_05268_,3.64
async_fifo_Writing.async_fifo\[11\]\[42\],3.64
async_fifo_Writing.async_fifo\[14\]\[53\],3.64
async_fifo_Writing.async_fifo\[1\]\[60\],3.64
net1921,3.64
_00315_,3.625
_00322_,3.625
_00328_,3.625
_00367_,3.625
_00373_,3.625
_00624_,3.625
_00720_,3.625
_00870_,3.625
_01009_,3.625
_01014_,3.625
_01069_,3.625
_01216_,3.625
_01401_,3.625
_01436_,3.625
_01482_,3.625
_01492_,3.625
_01554_,3.625
_01577_,3.625
_01581_,3.625
_01626_,3.625
_01689_,3.625
_01720_,3.625
_01755_,3.625
_02147_,3.625
_01505_,3.605
_00549_,3.595
_00459_,3.585
_00548_,3.585
_00575_,3.585
_00597_,3.585
_01856_,3.585
_00031_,3.56
_00035_,3.56
_00111_,3.56
_00114_,3.56
_00124_,3.56
_00147_,3.56
_01108_,3.56
_01803_,3.56
_02093_,3.56
_02285_,3.56
_02400_,3.56
_04964_,3.56
_04984_,3.56
_05053_,3.56
_05222_,3.56
_05272_,3.56
net1084,3.56
_00092_,3.54
_00132_,3.54
_00176_,3.54
_00713_,3.54
_00963_,3.54
_01056_,3.54
_01102_,3.54
_01107_,3.54
_01119_,3.54
_01280_,3.54
_01351_,3.54
_01881_,3.54
_01890_,3.54
_01909_,3.54
_01910_,3.54
_02039_,3.54
_02057_,3.54
_02439_,3.54
_02443_,3.54
_02566_,3.54
_02877_,3.54
_03007_,3.54
_03159_,3.54
_03426_,3.54
_03521_,3.54
_03721_,3.54
_03839_,3.54
_03840_,3.54
_03911_,3.54
_04174_,3.54
_04204_,3.54
_04213_,3.54
_04268_,3.54
_04757_,3.54
_04925_,3.54
async_fifo_Writing.async_fifo\[0\]\[51\],3.54
net647,3.54
net682,3.54
net1601,3.54
net1653,3.54
net1687,3.54
net1757,3.54
net1823,3.54
net1912,3.54
net2042,3.54
_00228_,3.52
_02362_,3.52
_02777_,3.52
_00825_,3.505
_01286_,3.505
_01419_,3.505
_01696_,3.505
_01712_,3.505
_01855_,3.505
_01870_,3.505
_03769_,3.5
m_apb_paddr[18],3.47
net607,3.47
net612,3.47
s_axi_awaddr[6],3.47
s_axi_rdata_return[22],3.47
_00156_,3.465
_00314_,3.465
_00317_,3.465
_00494_,3.465
_00566_,3.465
_00629_,3.465
_00729_,3.465
_00755_,3.465
_00759_,3.465
_00835_,3.465
_01026_,3.465
_01029_,3.465
_01309_,3.465
_01469_,3.465
_01731_,3.465
_01751_,3.465
_01771_,3.465
_01946_,3.465
_01953_,3.465
_01617_,3.46
_00253_,3.44
_00591_,3.44
_00745_,3.44
_00748_,3.44
_01597_,3.44
_03009_,3.44
_03122_,3.44
_03225_,3.44
_03371_,3.44
_03571_,3.44
_03946_,3.44
_04036_,3.44
_04457_,3.44
_04607_,3.44
_04627_,3.44
_04806_,3.44
_05173_,3.44
_05193_,3.44
_05319_,3.44
axi_slave_fsm_block.axi_awaddr_reg\[4\],3.44
_00096_,3.42
_02431_,3.42
_02479_,3.42
_02540_,3.42
_02551_,3.42
_02841_,3.42
_03080_,3.42
_03235_,3.42
_03238_,3.42
_03509_,3.42
_03687_,3.42
_03980_,3.42
_04186_,3.42
_04205_,3.42
_04272_,3.42
_04654_,3.42
_05273_,3.42
_05412_,3.42
net671,3.42
net754,3.42
net767,3.42
net1223,3.42
net1351,3.42
_00674_,3.405
_00812_,3.405
_00865_,3.405
_01016_,3.405
_01223_,3.405
_01308_,3.405
_01379_,3.405
_01414_,3.405
_01424_,3.405
_01428_,3.405
_01448_,3.405
_01450_,3.405
_01451_,3.405
_01455_,3.405
_01522_,3.405
_01528_,3.405
_01611_,3.405
_01613_,3.405
_01620_,3.405
_01630_,3.405
_01645_,3.405
_01666_,3.405
_01701_,3.405
_01741_,3.405
_01747_,3.405
_01756_,3.405
_01770_,3.405
_01776_,3.405
_01784_,3.405
_01823_,3.405
_01835_,3.405
_01845_,3.405
_01862_,3.405
_02138_,3.405
_00033_,3.385
_00084_,3.385
_01686_,3.385
_00705_,3.375
_00360_,3.345
_00379_,3.345
_00446_,3.345
_01497_,3.345
_01589_,3.345
_01676_,3.345
_00230_,3.34
_00366_,3.34
_00389_,3.34
_00398_,3.34
_00658_,3.34
_00859_,3.34
_00947_,3.34
_01075_,3.34
_01132_,3.34
_01197_,3.34
_01204_,3.34
_01243_,3.34
_01323_,3.34
_01324_,3.34
_01411_,3.34
_01423_,3.34
_01431_,3.34
_01494_,3.34
_01504_,3.34
_01527_,3.34
_01606_,3.34
_01682_,3.34
_01691_,3.34
_01737_,3.34
_01833_,3.34
_01844_,3.34
_01869_,3.34
_04229_,3.34
_00415_,3.32
_00584_,3.32
_00826_,3.32
_00930_,3.32
_01337_,3.32
_01342_,3.32
_01513_,3.32
_01658_,3.32
_01695_,3.32
_01947_,3.32
_02300_,3.32
_05328_,3.32
net1688,3.32
net1695,3.32
net1719,3.32
net1854,3.32
_00163_,3.3
_04278_,3.3
apb_master_fsm_block.m_apb_paddr_reg\[28\],3.3
async_fifo_Writing.async_fifo\[0\]\[1\],3.3
async_fifo_Writing.async_fifo\[0\]\[66\],3.3
_00595_,3.275
_01466_,3.275
_00357_,3.245
_00378_,3.245
_00460_,3.245
_00816_,3.245
_00854_,3.245
_00889_,3.245
_00905_,3.245
_01077_,3.245
_01242_,3.245
_01315_,3.245
_01388_,3.245
_01639_,3.245
_01838_,3.245
_01955_,3.245
_01976_,3.245
_01454_,3.225
_01499_,3.225
_01684_,3.225
_01175_,3.22
_02264_,3.22
axi_slave_fsm_block.sw_wfifo_wdata\[54\],3.22
axi_slave_fsm_block.sw_wfifo_wdata\[66\],3.22
net1232,3.22
_00066_,3.2
_00095_,3.2
_00102_,3.2
_00125_,3.2
_00155_,3.2
_00158_,3.2
_00170_,3.2
_00171_,3.2
_00180_,3.2
_00596_,3.2
_01806_,3.2
_01832_,3.2
_01879_,3.2
_01889_,3.2
_01895_,3.2
_01899_,3.2
_01912_,3.2
_02013_,3.2
_02019_,3.2
_02100_,3.2
_02106_,3.2
_02112_,3.2
_03663_,3.2
net841,3.2
net956,3.2
net1116,3.2
net1398,3.2
async_fifo_Writing.async_fifo\[0\]\[7\],3.18
async_fifo_Writing.async_fifo\[11\]\[68\],3.18
async_fifo_Writing.async_fifo\[12\]\[48\],3.18
async_fifo_Writing.async_fifo\[12\]\[62\],3.18
async_fifo_Writing.async_fifo\[13\]\[17\],3.18
async_fifo_Writing.async_fifo\[6\]\[21\],3.18
async_fifo_Writing.async_fifo\[6\]\[31\],3.18
async_fifo_Writing.async_fifo\[6\]\[48\],3.18
_01382_,3.175
_01690_,3.175
_01711_,3.175
_01853_,3.175
_00824_,3.165
_01192_,3.165
_00647_,3.125
_00057_,3.1
_00080_,3.1
_00097_,3.1
_00099_,3.1
_00101_,3.1
_00113_,3.1
_00133_,3.1
_00138_,3.1
_00143_,3.1
_00144_,3.1
_00154_,3.1
_00166_,3.1
_00185_,3.1
_01804_,3.1
_01903_,3.1
_01913_,3.1
_02357_,3.1
_04776_,3.1
_04825_,3.1
_05041_,3.1
net299,3.1
net1369,3.1
_00001_,3.08
_00069_,3.08
_00241_,3.08
_00243_,3.08
_00967_,3.08
_00972_,3.08
_01045_,3.08
_01288_,3.08
_01297_,3.08
_01874_,3.08
_01930_,3.08
_02076_,3.08
_02111_,3.08
_02149_,3.08
_02154_,3.08
_02155_,3.08
_02168_,3.08
_02180_,3.08
_02273_,3.08
_02399_,3.08
_02508_,3.08
_03003_,3.08
_03008_,3.08
_03126_,3.08
_03143_,3.08
_03284_,3.08
_03340_,3.08
_03507_,3.08
_03546_,3.08
_03681_,3.08
_03902_,3.08
_04084_,3.08
_04197_,3.08
_04202_,3.08
_04311_,3.08
_04324_,3.08
_04326_,3.08
_04865_,3.08
_04951_,3.08
async_fifo_Writing.async_fifo\[0\]\[45\],3.08
axi_slave_fsm_block.axi_araddr_reg\[11\],3.08
axi_slave_fsm_block.axi_araddr_reg\[20\],3.08
axi_slave_fsm_block.axi_araddr_reg\[7\],3.08
axi_slave_fsm_block.axi_awaddr_reg\[18\],3.08
axi_slave_fsm_block.axi_awaddr_reg\[22\],3.08
net676,3.08
net1310,3.08
net1768,3.08
net1882,3.08
_05309_,3.06
_01769_,3.055
_01808_,3.055
_01863_,3.055
_00248_,3.045
_00342_,3.045
_00531_,3.045
_00636_,3.045
_00760_,3.045
_01000_,3.045
_01358_,3.045
_01462_,3.045
_01568_,3.045
_01962_,3.045
_00247_,3.005
_00611_,3.005
_00622_,3.005
_00650_,3.005
_00772_,3.005
_00788_,3.005
_01163_,3.005
_01252_,3.005
_01380_,3.005
_01500_,3.005
_01501_,3.005
_02010_,3.005
_00450_,2.98
_00474_,2.98
_00602_,2.98
_01134_,2.98
_01318_,2.98
_02495_,2.98
_02547_,2.98
_02598_,2.98
_03153_,2.98
_03170_,2.98
_03283_,2.98
_03294_,2.98
_03379_,2.98
_03480_,2.98
_04383_,2.98
_04395_,2.98
_05002_,2.98
_02024_,2.96
_02405_,2.96
_02472_,2.96
_02490_,2.96
_02504_,2.96
_02526_,2.96
_02606_,2.96
_02979_,2.96
_02984_,2.96
_03004_,2.96
_03128_,2.96
_03251_,2.96
_03314_,2.96
_03335_,2.96
_03562_,2.96
_03775_,2.96
_04034_,2.96
_04080_,2.96
_04211_,2.96
_04345_,2.96
_04402_,2.96
_04419_,2.96
_04500_,2.96
_04764_,2.96
_05036_,2.96
_05329_,2.96
_05333_,2.96
_05389_,2.96
_05392_,2.96
axi_slave_fsm_block.sw_wfifo_wdata\[46\],2.96
net710,2.96
net759,2.96
net816,2.96
net988,2.96
net1107,2.96
net1186,2.96
net1293,2.96
net1824,2.96
_00252_,2.945
_00298_,2.945
_00319_,2.945
_00327_,2.945
_00370_,2.945
_00376_,2.945
_00381_,2.945
_00385_,2.945
_00387_,2.945
_00392_,2.945
_00393_,2.945
_00395_,2.945
_00424_,2.945
_00439_,2.945
_00536_,2.945
_00582_,2.945
_00648_,2.945
_00651_,2.945
_00654_,2.945
_00671_,2.945
_00723_,2.945
_00737_,2.945
_00781_,2.945
_00782_,2.945
_00789_,2.945
_00793_,2.945
_00850_,2.945
_00863_,2.945
_00866_,2.945
_00873_,2.945
_00874_,2.945
_00876_,2.945
_00936_,2.945
_00944_,2.945
_01005_,2.945
_01019_,2.945
_01068_,2.945
_01137_,2.945
_01149_,2.945
_01157_,2.945
_01195_,2.945
_01205_,2.945
_01207_,2.945
_01210_,2.945
_01245_,2.945
_01246_,2.945
_01266_,2.945
_01311_,2.945
_01327_,2.945
_01331_,2.945
_01377_,2.945
_01404_,2.945
_01415_,2.945
_01416_,2.945
_01425_,2.945
_01449_,2.945
_01459_,2.945
_01470_,2.945
_01483_,2.945
_01484_,2.945
_01485_,2.945
_01490_,2.945
_01496_,2.945
_01498_,2.945
_01502_,2.945
_01511_,2.945
_01520_,2.945
_01534_,2.945
_01536_,2.945
_01539_,2.945
_01542_,2.945
_01543_,2.945
_01544_,2.945
_01551_,2.945
_01560_,2.945
_01563_,2.945
_01564_,2.945
_01599_,2.945
_01605_,2.945
_01619_,2.945
_01625_,2.945
_01635_,2.945
_01650_,2.945
_01660_,2.945
_01675_,2.945
_01677_,2.945
_01681_,2.945
_01692_,2.945
_01697_,2.945
_01699_,2.945
_01704_,2.945
_01708_,2.945
_01723_,2.945
_01748_,2.945
_01749_,2.945
_01768_,2.945
_01778_,2.945
_01780_,2.945
_01809_,2.945
_01810_,2.945
_01847_,2.945
_02123_,2.945
_02129_,2.945
_02130_,2.945
_02136_,2.945
_02137_,2.945
_02142_,2.945
_02146_,2.945
_02047_,2.925
_00245_,2.885
_00374_,2.885
_00404_,2.885
_00444_,2.885
_00785_,2.885
_01328_,2.885
_01385_,2.885
_01567_,2.885
_01700_,2.885
_01728_,2.885
_00430_,2.88
_00556_,2.88
_00573_,2.88
_00642_,2.88
_00761_,2.88
_00336_,2.86
_00344_,2.86
_00491_,2.86
_00493_,2.86
_00528_,2.86
_00940_,2.86
_01443_,2.86
_01607_,2.86
_01882_,2.86
_02085_,2.86
_03899_,2.86
net974,2.86
net1335,2.86
net1529,2.86
net1539,2.86
net1573,2.86
net1577,2.86
net1594,2.86
net1603,2.86
net1638,2.86
net1674,2.86
net1711,2.86
net1728,2.86
net1737,2.86
net1767,2.86
net1777,2.86
net1904,2.86
net1920,2.86
net1979,2.86
net1994,2.86
_01936_,2.84
_02189_,2.84
_02493_,2.84
_04314_,2.84
_04330_,2.84
async_fifo_Writing.async_fifo\[0\]\[43\],2.84
axi_slave_fsm_block.sw_wfifo_wdata\[62\],2.84
axi_slave_fsm_block.sw_wfifo_wdata\[65\],2.84
_00246_,2.835
_00819_,2.835
_01306_,2.835
_01742_,2.835
_00242_,2.785
_00244_,2.785
_00462_,2.785
_00550_,2.785
_00626_,2.785
_00765_,2.785
_00801_,2.785
_00890_,2.785
_00893_,2.785
_01061_,2.785
_01199_,2.785
_01278_,2.785
_01344_,2.785
_01471_,2.785
_01566_,2.785
_01715_,2.785
_01785_,2.785
_01857_,2.785
_01996_,2.785
_02000_,2.785
_02120_,2.785
_00024_,2.765
_01347_,2.765
net1596,2.76
net1642,2.76
net1810,2.76
net1863,2.76
net1876,2.76
_00007_,2.74
_00070_,2.74
_00094_,2.74
_00127_,2.74
_00130_,2.74
_00152_,2.74
_00160_,2.74
_00172_,2.74
_01902_,2.74
_01917_,2.74
_01921_,2.74
_01934_,2.74
_01940_,2.74
_02032_,2.74
_02060_,2.74
async_fifo_Writing.wptr_gray_sync1\[1\],2.74
async_fifo_Writing.wptr_gray_sync1\[2\],2.74
net640,2.74
net668,2.74
net882,2.74
net1028,2.74
net1437,2.74
_04912_,2.72
net1456,2.72
_00305_,2.715
_00308_,2.715
_00888_,2.715
_01073_,2.715
_01155_,2.715
_01399_,2.715
_01429_,2.715
_01446_,2.715
_01447_,2.715
_01508_,2.715
_01579_,2.715
_01623_,2.715
_01643_,2.715
_01655_,2.715
_01746_,2.715
_01779_,2.715
_01791_,2.715
_01792_,2.715
_01825_,2.715
net1129,2.715
_00347_,2.705
_01980_,2.705
_00201_,2.69
_00105_,2.665
_01233_,2.665
_02786_,2.665
_01877_,2.64
_02069_,2.64
_02082_,2.64
_02102_,2.64
_02162_,2.64
_02233_,2.64
async_fifo_Writing.wptr_gray_sync2\[1\],2.64
axi_slave_fsm_block.sw_wfifo_wdata\[40\],2.64
net1119,2.64
_00087_,2.62
_00093_,2.62
_00150_,2.62
_00167_,2.62
_00953_,2.62
_00960_,2.62
_01044_,2.62
_01100_,2.62
_01275_,2.62
_01340_,2.62
_01357_,2.62
_01884_,2.62
_01924_,2.62
_01926_,2.62
_02068_,2.62
_02108_,2.62
_02301_,2.62
_02302_,2.62
_02311_,2.62
_02318_,2.62
_02437_,2.62
_02458_,2.62
_02501_,2.62
_02513_,2.62
_02519_,2.62
_02662_,2.62
_02958_,2.62
_03819_,2.62
_04024_,2.62
_04035_,2.62
_04078_,2.62
_04285_,2.62
_04458_,2.62
_04855_,2.62
async_fifo_Reading.rptr_gray_sync1\[1\],2.62
async_fifo_Reading.rptr_gray_sync1\[2\],2.62
axi_slave_fsm_block.axi_araddr_reg\[3\],2.62
axi_slave_fsm_block.axi_awaddr_reg\[10\],2.62
net861,2.62
net1919,2.62
_00313_,2.595
_00451_,2.595
_00559_,2.595
_00946_,2.595
_00994_,2.595
_01217_,2.595
_02252_,2.595
_00397_,2.585
_00490_,2.585
_00571_,2.585
_00589_,2.585
_00628_,2.585
_00712_,2.585
_00775_,2.585
_00834_,2.585
_00920_,2.585
_01059_,2.585
_01220_,2.585
_01260_,2.585
_01437_,2.585
_01439_,2.585
_01861_,2.585
_01983_,2.585
_02117_,2.585
_00316_,2.575
_00463_,2.545
_00660_,2.545
_00784_,2.545
_00860_,2.545
_00872_,2.545
_01076_,2.545
_01214_,2.545
_01218_,2.545
_01238_,2.545
_01478_,2.545
_01480_,2.545
_01491_,2.545
_01503_,2.545
_01514_,2.545
_01575_,2.545
_01578_,2.545
_01591_,2.545
_01656_,2.545
_01687_,2.545
_01724_,2.545
_01758_,2.545
_01773_,2.545
_01789_,2.545
_01816_,2.545
_01831_,2.545
_01978_,2.545
_02135_,2.545
_00304_,2.52
_01196_,2.52
_01208_,2.52
_02266_,2.52
_02293_,2.52
_02608_,2.52
_02992_,2.52
_02995_,2.52
_03157_,2.52
_03205_,2.52
_03228_,2.52
_03290_,2.52
_03552_,2.52
_03597_,2.52
_03661_,2.52
_03750_,2.52
_03892_,2.52
_03896_,2.52
_03907_,2.52
_03996_,2.52
_04166_,2.52
_04291_,2.52
_04399_,2.52
_04449_,2.52
_04469_,2.52
_05229_,2.52
net696,2.52
_04238_,2.51
_02105_,2.5
_02499_,2.5
_02518_,2.5
_02990_,2.5
_03112_,2.5
_03248_,2.5
_03346_,2.5
_03411_,2.5
_03600_,2.5
_03719_,2.5
_03848_,2.5
_03867_,2.5
_03918_,2.5
_04206_,2.5
_04233_,2.5
_04309_,2.5
_04334_,2.5
_04389_,2.5
_04401_,2.5
_04439_,2.5
_04483_,2.5
_04799_,2.5
_04853_,2.5
_05259_,2.5
_05262_,2.5
_05382_,2.5
_05413_,2.5
async_fifo_Reading.rptr_gray_sync2\[0\],2.5
async_fifo_Writing.async_fifo\[5\]\[66\],2.5
net766,2.5
net807,2.5
net1231,2.5
net1454,2.5
_00341_,2.485
_00403_,2.485
_00489_,2.485
_00681_,2.485
_00832_,2.485
_01954_,2.485
_01965_,2.485
_01757_,2.48
_00165_,2.465
_02063_,2.465
_02079_,2.465
_00989_,2.425
_01262_,2.425
_01988_,2.42
_02372_,2.4
_02487_,2.4
_02905_,2.4
_03659_,2.4
_03662_,2.4
_04873_,2.4
_05168_,2.4
net681,2.4
net1628,2.4
net1686,2.4
net1955,2.4
net1976,2.4
_00207_,2.38
_02445_,2.38
_00520_,2.375
_00649_,2.375
_00923_,2.375
_01333_,2.375
_01400_,2.375
_00236_,2.325
_00312_,2.325
_00352_,2.325
_00682_,2.325
_00725_,2.325
_00792_,2.325
_00796_,2.325
_00869_,2.325
_00880_,2.325
_00925_,2.325
_00939_,2.325
_00988_,2.325
_00990_,2.325
_00997_,2.325
_01004_,2.325
_01209_,2.325
_01211_,2.325
_01264_,2.325
_01268_,2.325
_01319_,2.325
_01384_,2.325
_01391_,2.325
_01410_,2.325
_01433_,2.325
_01456_,2.325
_01463_,2.325
_01573_,2.325
_01583_,2.325
_01628_,2.325
_01647_,2.325
_01651_,2.325
_01754_,2.325
_01774_,2.325
_01783_,2.325
_01834_,2.325
_01858_,2.325
_02144_,2.325
_01793_,2.3
_01938_,2.3
_02299_,2.3
_02351_,2.3
_02386_,2.3
_02413_,2.3
_02423_,2.3
net669,2.3
net672,2.3
net692,2.3
net741,2.3
_00159_,2.28
_01873_,2.28
_01896_,2.28
_01918_,2.28
_01927_,2.28
_01932_,2.28
_01939_,2.28
_02030_,2.28
_02031_,2.28
_02035_,2.28
_02036_,2.28
_02050_,2.28
_02074_,2.28
_02175_,2.28
_03708_,2.28
net739,2.28
net746,2.28
net834,2.28
net846,2.28
net895,2.28
net908,2.28
net924,2.28
net996,2.28
net1103,2.28
net1219,2.28
net1322,2.28
_00302_,2.255
_00436_,2.255
_00603_,2.255
_01078_,2.255
_01080_,2.255
_01152_,2.255
_01222_,2.255
_01316_,2.255
_01406_,2.255
_01488_,2.255
_01493_,2.255
_01540_,2.255
_01633_,2.255
_01680_,2.255
_01722_,2.255
_01766_,2.255
_01843_,2.255
_01126_,2.205
_01839_,2.205
_02133_,2.205
_00202_,2.18
_00221_,2.18
_00278_,2.18
_02052_,2.18
_02053_,2.18
_02098_,2.18
_02110_,2.18
_02337_,2.18
_02375_,2.18
_04487_,2.18
net706,2.18
net723,2.18
net735,2.18
net781,2.18
net914,2.18
net986,2.18
