net,length_um
clknet_leaf_108_s_axi_aclk,103.28
net571,103
clknet_leaf_131_s_axi_aclk,102.84
_03212_,102.76
_03355_,102.6
_03401_,102.58
clknet_leaf_111_s_axi_aclk,102.54
clknet_3_7_0_s_axi_aclk,102.53
net49,102.46
net519,102.44
_03087_,102.36
net540,102.32
axi_slave_fsm_block.axi_araddr_reg\[12\],102.3
_03304_,102.28
net530,102.28
_03165_,102.2
net466,101.98
apb_master_fsm_block.m_apb_read_response\[19\],101.84
_03939_,101.81
_03218_,101.72
net443,101.61
clknet_leaf_140_s_axi_aclk,101.44
net463,101.41
async_fifo_Writing.async_fifo\[11\]\[9\],101.28
_03442_,101.265
_04790_,101.26
_04515_,101.18
_02309_,100.98
_04682_,100.94
_03089_,100.92
net665,100.7
_04802_,100.36
axi_slave_fsm_block.sr_wfifo_wdata\[51\],100.28
net375,100.26
net471,100.15
net508,100.08
_04841_,99.98
clknet_leaf_121_s_axi_aclk,99.68
_04551_,99.62
apb_master_fsm_block.rfifo_data_latch\[50\],99.6
clknet_leaf_56_s_axi_aclk,99.44
apb_master_fsm_block.rfifo_data_latch\[35\],99.12
axi_slave_fsm_block.sw_wfifo_wdata\[8\],99.08
net587,99.02
net2038,99.02
apb_master_fsm_block.m_apb_read_response\[8\],98.76
axi_slave_fsm_block.sw_wfifo_wdata\[14\],98.72
_04801_,98.66
axi_slave_fsm_block.sw_wfifo_wdata\[13\],98.64
clknet_leaf_45_s_axi_aclk,98.37
net537,98.23
_02901_,98.22
async_fifo_Writing.async_fifo\[12\]\[9\],98.14
clknet_leaf_8_s_axi_aclk,98.08
clknet_leaf_129_s_axi_aclk,98.01
async_fifo_Writing.async_fifo\[10\]\[19\],97.75
clknet_leaf_162_s_axi_aclk,97.68
clknet_leaf_4_s_axi_aclk,97.64
_03057_,97.6
apb_master_fsm_block.m_apb_read_response\[13\],97.6
_02269_,97.52
axi_slave_fsm_block.sw_wfifo_wdata\[3\],97.45
_03440_,97.44
clknet_leaf_32_s_axi_aclk,97.42
net573,97.38
_03053_,97.18
async_fifo_Writing.async_fifo\[15\]\[9\],97.1
clknet_leaf_24_s_axi_aclk,97.06
clknet_leaf_161_s_axi_aclk,97.04
clknet_leaf_90_s_axi_aclk,96.91
_04891_,96.88
clknet_leaf_1_s_axi_aclk,96.78
clknet_leaf_39_s_axi_aclk,96.76
clknet_leaf_76_s_axi_aclk,96.72
clknet_leaf_83_s_axi_aclk,96.66
_02336_,96.63
net387,96.54
_02974_,96.26
apb_master_fsm_block.m_apb_read_response\[4\],96.24
_04511_,95.99
axi_slave_fsm_block.sw_wfifo_wdata\[2\],95.9
net684,95.74
_03491_,95.62
axi_slave_fsm_block.sw_wfifo_wdata\[6\],95.52
_03056_,95.46
net219,95.34
axi_slave_fsm_block.axi_wdata_reg\[13\],95.26
net517,95.24
clknet_leaf_119_s_axi_aclk,95.22
_02675_,95.19
_03119_,94.97
net596,94.84
axi_slave_fsm_block.sr_wfifo_wdata\[44\],94.8
net553,94.49
clknet_leaf_114_s_axi_aclk,94.26
clknet_leaf_160_s_axi_aclk,94.22
clknet_leaf_150_s_axi_aclk,94.2
clknet_leaf_116_s_axi_aclk,94.14
async_fifo_Writing.async_fifo\[8\]\[9\],94.06
_03217_,93.82
_03395_,93.81
async_fifo_Writing.async_fifo\[4\]\[19\],93.74
net202,93.68
net661,93.68
net227,93.56
clknet_leaf_2_s_axi_aclk,93.56
clknet_leaf_0_s_axi_aclk,93.3
clknet_leaf_27_s_axi_aclk,93.2
_03093_,92.9
net504,92.88
clknet_leaf_149_s_axi_aclk,92.86
_02341_,92.54
net121,92.165
net557,92.16
apb_master_fsm_block.m_apb_read_response\[35\],92.14
clknet_leaf_86_s_axi_aclk,92.135
axi_slave_fsm_block.sw_wfifo_wdata\[34\],91.98
_02784_,91.94
net527,91.94
_02339_,91.91
_04605_,91.82
_03535_,91.76
axi_slave_fsm_block.sw_wfifo_wdata\[41\],91.76
_03397_,91.41
_02838_,91.38
net567,91.34
net513,91.24
clknet_leaf_29_s_axi_aclk,91.22
net590,91.14
net450,91.1
_03054_,91.08
_03216_,90.98
clknet_leaf_120_s_axi_aclk,90.96
_02465_,90.94
_02308_,90.78
net295,90.78
_02529_,90.66
_02946_,90.62
clknet_leaf_38_s_axi_aclk,90.62
axi_slave_fsm_block.axi_wstrb_reg\[1\],90.48
net473,90.45
net2055,90.34
axi_slave_fsm_block.sw_wfifo_wdata\[24\],90.28
_02277_,90.265
net526,90.15
clknet_leaf_28_s_axi_aclk,90.06
clknet_leaf_61_s_axi_aclk,90
net4,89.98
clknet_leaf_62_s_axi_aclk,89.88
apb_master_fsm_block.m_apb_read_response\[20\],89.86
_04789_,89.8
clknet_leaf_23_s_axi_aclk,89.54
_02893_,89.46
net539,89.46
_04632_,89.18
_03536_,89.16
axi_slave_fsm_block.sw_wfifo_wdata\[39\],89.16
net568,88.84
clknet_leaf_89_s_axi_aclk,88.81
_05343_,88.3
net533,88.12
net558,88.08
_03215_,88.04
axi_slave_fsm_block.axi_wdata_reg\[3\],87.98
_03490_,87.94
_02467_,87.9
_02892_,87.84
_03121_,87.84
axi_slave_fsm_block.axi_wdata_reg\[7\],87.48
net507,87.45
clknet_leaf_112_s_axi_aclk,87.4
_05396_,87.36
clknet_leaf_106_s_axi_aclk,87.18
net451,87.03
clknet_leaf_20_s_axi_aclk,86.94
clknet_leaf_81_s_axi_aclk,86.94
clknet_leaf_87_s_axi_aclk,86.92
apb_master_fsm_block.m_apb_read_response\[11\],86.72
clknet_leaf_14_s_axi_aclk,86.64
net515,86.16
clknet_leaf_16_s_axi_aclk,86.02
axi_slave_fsm_block.sw_wfifo_wdata\[21\],85.45
_03755_,85.4
axi_slave_fsm_block.sw_wfifo_wdata\[29\],85.3
_02331_,85.24
_02330_,84.82
net95,84.37
apb_master_fsm_block.m_apb_paddr_reg\[26\],84.08
net550,83.92
net438,83.78
net2003,83.72
_05375_,83.58
axi_slave_fsm_block.axi_araddr_reg\[4\],83.54
async_fifo_Reading.wptr\[2\],83.52
net548,83.46
net561,83.46
clknet_leaf_124_s_axi_aclk,83.34
net2016,83.22
_02278_,83.14
net1404,83.1
net2032,82.96
net520,82.85
_04788_,82.83
clknet_leaf_169_s_axi_aclk,82.77
_04811_,82.16
clknet_leaf_55_s_axi_aclk,82.14
_02802_,82.12
clknet_leaf_40_s_axi_aclk,82.1
clknet_leaf_135_s_axi_aclk,81.78
clknet_leaf_173_s_axi_aclk,81.78
net287,81.76
apb_master_fsm_block.rfifo_data_latch\[6\],81.52
net57,81.32
_02280_,81.26
clknet_leaf_144_s_axi_aclk,81.26
net699,81.16
clknet_leaf_17_s_axi_aclk,81.02
net448,80.89
_03015_,80.735
async_fifo_Reading.rempty,80.725
clknet_leaf_128_s_axi_aclk,80.72
clknet_leaf_123_s_axi_aclk,80.49
_04983_,80.44
net120,80.36
_02234_,80.24
_02270_,80.08
async_fifo_Reading.rinc,79.86
clknet_leaf_166_s_axi_aclk,79.8
clknet_leaf_31_s_axi_aclk,79.72
_05336_,79.7
clknet_leaf_6_s_axi_aclk,79.66
_02955_,79.18
clknet_leaf_134_s_axi_aclk,79.16
_02332_,79
_02918_,78.9
clknet_leaf_115_s_axi_aclk,78.88
clknet_leaf_171_s_axi_aclk,78.84
net246,78.7
net2007,78.7
net589,78.64
clknet_leaf_25_s_axi_aclk,78.54
_03113_,78.32
clknet_leaf_174_s_axi_aclk,78.24
clknet_leaf_37_s_axi_aclk,78.16
_04712_,77.9
_02282_,77.53
clknet_leaf_104_s_axi_aclk,77.52
clknet_leaf_155_s_axi_aclk,77.52
_02333_,77.485
clknet_leaf_15_s_axi_aclk,77.48
clknet_leaf_130_s_axi_aclk,77.36
net546,77.16
net585,76.91
clknet_leaf_102_s_axi_aclk,76.86
clknet_leaf_11_s_axi_aclk,76.84
clknet_leaf_57_s_axi_aclk,76.82
clknet_leaf_133_s_axi_aclk,76.785
clknet_leaf_91_s_axi_aclk,76.75
clknet_leaf_122_s_axi_aclk,76.74
axi_slave_fsm_block.axi_wdata_reg\[28\],76.42
net350,76.34
clknet_leaf_143_s_axi_aclk,76.34
clknet_leaf_96_s_axi_aclk,76.2
net156,76.18
_03989_,76.14
_04751_,76.08
clknet_leaf_26_s_axi_aclk,76.02
axi_slave_fsm_block.sr_wfifo_wdata\[53\],75.98
apb_master_fsm_block.m_apb_paddr_reg\[25\],75.94
_04570_,75.68
async_fifo_Reading.wptr_gray_sync2\[4\],75.2
_04026_,75.1
_03097_,74.74
net1390,74.7
net505,74.62
_04622_,74.54
net565,74.44
clknet_leaf_152_s_axi_aclk,74.38
net2037,74.14
net556,73.72
clknet_leaf_138_s_axi_aclk,73.35
net1463,73.32
clknet_leaf_105_s_axi_aclk,73.24
_04521_,73.22
clknet_leaf_93_s_axi_aclk,73.205
net584,73.2
_02783_,73.18
clknet_leaf_148_s_axi_aclk,72.855
_02848_,72.77
net108,72.54
_05056_,72.38
_01801_,72.26
_04609_,71.78
axi_slave_fsm_block.sr_wfifo_wdata\[60\],71.72
net128,71.72
net559,71.62
clknet_leaf_125_s_axi_aclk,71.62
_04702_,71.54
_02936_,71.44
net581,71.4
clknet_leaf_33_s_axi_aclk,71.27
clknet_leaf_80_s_axi_aclk,71.27
clknet_leaf_43_s_axi_aclk,71.2
clknet_leaf_109_s_axi_aclk,71.2
_02847_,70.96
axi_slave_fsm_block.sr_wfifo_wdata\[56\],70.94
apb_master_fsm_block.m_apb_read_response\[21\],70.82
clknet_leaf_94_s_axi_aclk,70.72
_02474_,70.56
_02810_,70.54
_05046_,70.54
_02880_,70.42
_02683_,70.26
net184,70.24
net594,70.16
_02910_,70.1
axi_slave_fsm_block.sr_curr_state\[2\],70.04
_02792_,69.99
_04638_,69.96
clknet_leaf_164_s_axi_aclk,69.96
net205,69.88
_05144_,69.86
net432,69.59
axi_slave_fsm_block.sr_curr_state\[1\],68.825
apb_master_fsm_block.rfifo_data_latch\[27\],68.6
clknet_leaf_12_s_axi_aclk,68.32
clknet_leaf_13_s_axi_aclk,68.2
net514,68.02
_02954_,67.86
clknet_leaf_79_s_axi_aclk,67.66
_04612_,67.64
clknet_leaf_147_s_axi_aclk,67.29
_00044_,67.26
_05126_,67.2
_02415_,66.72
net214,66.72
net76,66.48
_02710_,66.44
async_fifo_Writing.async_fifo\[11\]\[19\],66.4
_05181_,66.1
async_fifo_Writing.async_fifo\[7\]\[9\],66
async_fifo_Writing.async_fifo\[1\]\[19\],65.98
clknet_leaf_139_s_axi_aclk,65.88
axi_slave_fsm_block.axi_araddr_reg\[17\],65.76
_02684_,65.34
clknet_leaf_159_s_axi_aclk,65.34
clknet_leaf_175_s_axi_aclk,65.28
async_fifo_Writing.wptr\[2\],65.2
_05390_,65.06
async_fifo_Reading.wptr\[1\],64.9
_05216_,64.84
_02927_,64.76
_04722_,64.76
_04851_,64.74
_02975_,64.7
_02721_,64.6
clknet_leaf_92_s_axi_aclk,64.5
clknet_leaf_117_s_axi_aclk,64.49
clknet_leaf_7_s_axi_aclk,64.4
clknet_leaf_64_s_axi_aclk,64.375
_05215_,64.26
net393,64.06
_04735_,63.96
net487,63.89
net1446,63.8
_02355_,63.78
_02665_,63.64
_04674_,63.56
net453,63.37
_02570_,63.34
_04871_,63.1
_04629_,63.06
apb_master_fsm_block.rfifo_data_latch\[39\],63.06
axi_slave_fsm_block.sw_wfifo_wdata\[56\],62.84
clknet_leaf_75_s_axi_aclk,62.76
clknet_leaf_99_s_axi_aclk,62.58
clknet_leaf_118_s_axi_aclk,62.42
apb_master_fsm_block.pselw_delay_cntr\[1\],62.36
clknet_leaf_3_s_axi_aclk,62.32
_05038_,62.29
net240,62.28
_04645_,62.16
clknet_leaf_100_s_axi_aclk,62.08
clknet_leaf_167_s_axi_aclk,61.74
clknet_leaf_136_s_axi_aclk,61.65
clknet_leaf_146_s_axi_aclk,61.48
axi_slave_fsm_block.sw_wfifo_wdata\[51\],61.34
clknet_leaf_172_s_axi_aclk,61.32
_02873_,61.12
_05008_,61.06
clknet_leaf_137_s_axi_aclk,60.94
net578,60.68
apb_master_fsm_block.m_apb_read_response\[14\],60.64
axi_slave_fsm_block.sw_wfifo_wdata\[9\],60.62
_04591_,60.54
_04642_,60.46
_04649_,60.36
async_fifo_Reading.wptr_gray\[3\],60.245
_05196_,60.2
_04767_,60.12
_05246_,60.02
clknet_leaf_127_s_axi_aclk,59.72
apb_master_fsm_block.rfifo_data_latch\[25\],59.58
_04582_,59.46
_03915_,59.4
axi_slave_fsm_block.axi_araddr_reg\[8\],59.36
net74,59.32
clknet_leaf_72_s_axi_aclk,59.32
_02276_,59.29
async_fifo_Writing.async_fifo\[12\]\[19\],59.24
clknet_leaf_30_s_axi_aclk,59.24
clknet_leaf_85_s_axi_aclk,59.2
_04572_,59.12
_02475_,59.1
_05087_,59.04
_02801_,58.92
_04610_,58.86
_04681_,58.7
_02945_,58.64
_02900_,58.44
_05066_,58.44
apb_master_fsm_block.rfifo_data_latch\[53\],58.4
clknet_leaf_35_s_axi_aclk,58.07
axi_slave_fsm_block.axi_araddr_reg\[18\],57.98
async_fifo_Writing.async_fifo\[9\]\[9\],57.84
_05092_,57.76
_04692_,57.64
net509,57.62
_02720_,57.32
clknet_leaf_44_s_axi_aclk,57.3
_04745_,57.26
_05211_,57.18
_04655_,56.98
_04830_,56.98
net1320,56.94
_04602_,56.9
net441,56.87
_02674_,56.7
_05102_,56.7
_04535_,56.68
clknet_leaf_19_s_axi_aclk,56.57
_04750_,56.44
_02965_,56.42
clknet_leaf_95_s_axi_aclk,56.36
_04635_,56.3
_04639_,56.3
_04829_,56.28
_02262_,55.96
net211,55.92
axi_slave_fsm_block.sr_wfifo_wdata\[52\],55.86
async_fifo_Writing.rptr_gray\[1\],55.84
_04854_,55.74
async_fifo_Writing.rptr\[2\],55.74
clknet_leaf_110_s_axi_aclk,55.74
_02964_,55.44
_02919_,55.36
_05067_,55.36
apb_master_fsm_block.rfifo_data_latch\[13\],55.14
clknet_leaf_177_s_axi_aclk,55.04
net545,55
_02934_,54.72
_04993_,54.7
_05059_,54.48
net1394,54.44
async_fifo_Reading.wptr_gray\[1\],54.38
clknet_leaf_59_s_axi_aclk,54.38
_02656_,54.28
_04870_,54.24
clknet_leaf_10_s_axi_aclk,54
axi_slave_fsm_block.axi_araddr_reg\[1\],53.98
_05236_,53.88
_02652_,53.52
_04840_,53.46
apb_master_fsm_block.rfifo_data_latch\[68\],53.36
_02323_,53.1
clknet_leaf_142_s_axi_aclk,53.08
clknet_leaf_170_s_axi_aclk,53.06
_04710_,53
_02348_,52.84
_04569_,52.82
_05198_,52.82
_04575_,52.7
_00025_,52.54
_02907_,52.44
clknet_leaf_168_s_axi_aclk,52.41
_02937_,52.34
net1444,52.08
_04695_,51.96
_05350_,51.54
_04611_,51.5
clknet_leaf_145_s_axi_aclk,51.5
net1416,51.5
_03011_,51.38
_00049_,51.24
clknet_leaf_5_s_axi_aclk,51.14
_05337_,51.08
_04919_,51.04
_02281_,51.02
_04648_,50.7
net364,50.7
_05205_,50.6
_02312_,50.3
_02701_,50.28
net238,50.28
_02442_,50.18
_05275_,50.18
net216,49.98
_02456_,49.96
clknet_leaf_157_s_axi_aclk,49.7
apb_master_fsm_block.m_apb_pwdata_reg\[16\],49.58
_05281_,49.4
_05245_,49.34
clknet_leaf_107_s_axi_aclk,49.08
_02943_,48.9
net345,48.86
clknet_leaf_78_s_axi_aclk,48.86
async_fifo_Reading.wptr\[0\],48.8
clknet_leaf_132_s_axi_aclk,48.78
_02889_,48.72
_02692_,48.68
_05208_,48.68
_05049_,48.56
_04691_,48.48
_02738_,48.4
_02891_,48.4
_02916_,48.38
_02729_,48.08
_05025_,48.04
_04630_,47.98
_04729_,47.98
net572,47.955
_05122_,47.94
_05265_,47.91
_04641_,47.56
_05096_,47.56
_04620_,47.52
_04761_,47.5
_04554_,47.44
clknet_leaf_153_s_axi_aclk,47.44
_02874_,47.36
net460,47.05
clknet_leaf_103_s_axi_aclk,46.96
_02909_,46.94
apb_master_fsm_block.rfifo_data_latch\[51\],46.86
net164,46.86
_00042_,46.8
_04998_,46.74
axi_slave_fsm_block.axi_wstrb_reg\[3\],46.7
_04673_,46.68
_04760_,46.68
_05255_,46.68
net292,46.68
_05378_,46.52
_02819_,46.4
async_fifo_Writing.async_fifo\[2\]\[15\],46.265
_02404_,46.2
_04571_,46.18
_05267_,46.18
apb_master_fsm_block.rfifo_data_latch\[61\],46.14
_04667_,46.1
_05225_,46.07
net244,46.02
async_fifo_Writing.async_fifo\[2\]\[16\],45.76
_02279_,45.605
_02944_,45.6
_05372_,45.6
_04595_,45.54
net1086,45.54
_05235_,45.48
_02973_,45.34
_02774_,45.2
_05301_,44.98
_02231_,44.88
_04809_,44.8
clknet_leaf_74_s_axi_aclk,44.78
_04580_,44.74
_05257_,44.74
apb_master_fsm_block.rfifo_data_latch\[19\],44.56
apb_master_fsm_block.rfifo_data_latch\[7\],44.48
_02242_,44.4
net465,44.4
_04589_,44.3
_05305_,44.3
_04839_,44.28
_04628_,44.26
apb_master_fsm_block.rfifo_data_latch\[64\],44.22
_02920_,44.08
apb_master_fsm_block.rfifo_data_latch\[23\],44.04
clknet_leaf_60_s_axi_aclk,44
async_fifo_Writing.async_fifo\[2\]\[11\],43.965
_04599_,43.96
_04520_,43.88
_04860_,43.84
_04732_,43.66
_05271_,43.66
_05325_,43.5
_05285_,43.36
net597,43.32
_02473_,43.3
_04719_,43.3
_05226_,43.14
_04824_,43.08
async_fifo_Writing.rptr_gray\[2\],43
_04869_,42.96
net1408,42.58
_05307_,42.54
net1448,42.5
_04810_,42.48
apb_master_fsm_block.rfifo_data_latch\[44\],42.34
_04600_,42.02
_05241_,42.02
async_fifo_Writing.async_fifo\[2\]\[3\],42.005
_04651_,41.96
axi_slave_fsm_block.axi_wdata_reg\[29\],41.76
_02881_,41.6
_04772_,41.6
net172,41.56
_04631_,41.5
_04701_,41.5
axi_slave_fsm_block.sw_curr_state\[0\],41.07
net2002,40.82
_04740_,40.76
_04741_,40.74
axi_slave_fsm_block.sr_wfifo_wdata\[67\],40.74
net99,40.74
_04999_,40.7
_04619_,40.62
async_fifo_Reading.rptr\[2\],40.615
_05082_,40.28
_05069_,40.26
_02725_,40.24
clknet_leaf_84_s_axi_aclk,40.24
_04625_,40.2
axi_slave_fsm_block.sr_wfifo_wdata\[66\],40.2
net2024,40.18
_05180_,40.16
net444,40.15
_05057_,40.1
clknet_leaf_73_s_axi_aclk,40.04
apb_master_fsm_block.rfifo_data_latch\[12\],40
_03300_,39.98
_04765_,39.84
_02476_,39.76
_04958_,39.72
_04640_,39.7
_05075_,39.7
_05201_,39.7
_02829_,39.68
_05261_,39.68
_04579_,39.64
_02254_,39.535
_04821_,39.44
_02296_,39.36
_04516_,39.34
_05165_,39.28
_05349_,39.26
net314,39.14
net270,39.1
_05072_,39.02
_00013_,38.92
_05076_,38.88
_04608_,38.84
async_fifo_Writing.async_fifo\[2\]\[4\],38.76
_05291_,38.64
axi_slave_fsm_block.axi_araddr_reg\[0\],38.62
_04800_,38.6
async_fifo_Writing.async_fifo\[5\]\[8\],38.6
_02304_,38.57
net659,38.52
_05195_,38.46
_02797_,38.36
_04590_,38.36
_04650_,38.24
_02882_,38.14
net229,38
net2041,38
_02379_,37.86
_02222_,37.82
axi_slave_fsm_block.sw_wfifo_wdata\[52\],37.8
_02232_,37.54
_04585_,37.54
_04762_,37.48
axi_slave_fsm_block.axi_wdata_reg\[0\],37.46
_05297_,37.44
_02303_,37.32
_02340_,37.3
_02354_,37.3
apb_master_fsm_block.rfifo_data_latch\[33\],37.28
net2026,37.22
axi_slave_fsm_block.sr_wfifo_wdata\[59\],37.18
net2056,37.16
async_fifo_Reading.wptr_gray\[0\],37.12
_05331_,37.02
_04720_,36.9
_04894_,36.76
_04938_,36.74
_04598_,36.64
_04859_,36.64
_04884_,36.56
_04963_,36.56
_04700_,36.52
_04997_,36.52
_04850_,36.5
pslverrmsg_slaves[14],36.45
_02788_,36.44
net311,36.4
apb_master_fsm_block.rfifo_data_latch\[1\],36.26
_03254_,36.16
axi_slave_fsm_block.axi_awaddr_reg\[30\],36.12
_05251_,36.1
_03572_,36
async_fifo_Writing.async_fifo\[2\]\[10\],35.945
_04889_,35.88
_04943_,35.86
_04928_,35.72
axi_slave_fsm_block.sr_curr_state\[0\],35.72
axi_slave_fsm_block.sr_wfifo_wdata\[40\],35.72
clknet_leaf_34_s_axi_aclk,35.64
_05068_,35.62
net2025,35.6
net1426,35.48
_02911_,35.36
clknet_leaf_50_s_axi_aclk,35.34
_02572_,35.32
_04878_,35.3
_04987_,35.3
axi_slave_fsm_block.sr_wfifo_wdata\[64\],35.3
_04792_,35.22
_02447_,35.16
_04749_,35.14
net516,35.14
_03208_,35.08
_04953_,35.06
_05321_,35
_04828_,34.98
net28,34.96
_04731_,34.9
_05079_,34.9
axi_slave_fsm_block.axi_wdata_reg\[4\],34.88
_04864_,34.84
_05030_,34.78
_02941_,34.72
_04711_,34.72
net301,34.72
_02367_,34.7
_05221_,34.58
axi_slave_fsm_block.sw_wfifo_wdata\[38\],34.44
_05277_,34.24
net143,34.24
_04738_,34.2
_04742_,34.2
_05311_,34.04
_02688_,34.02
_05167_,33.995
_04905_,33.94
_05335_,33.92
_05338_,33.9
_05294_,33.86
_05007_,33.84
_04207_,33.78
async_fifo_Reading.rptr\[3\],33.52
_02642_,33.34
_05295_,33.34
_05097_,33.32
_02237_,33.2
_05112_,33.12
_04817_,33.02
_05224_,33.02
axi_slave_fsm_block.sr_wfifo_wdata\[65\],33.02
net201,32.98
_02825_,32.96
_04578_,32.94
_02661_,32.92
_02694_,32.92
async_fifo_Writing.async_fifo\[6\]\[19\],32.92
_04874_,32.86
clknet_leaf_46_s_axi_aclk,32.8
_02885_,32.7
_04787_,32.68
_05129_,32.68
_04820_,32.66
axi_slave_fsm_block.sw_axi_wvalid_recieved,32.64
_02908_,32.56
_04752_,32.52
_04906_,32.5
_02917_,32.34
_04588_,32.3
clknet_leaf_126_s_axi_aclk,32.26
apb_master_fsm_block.m_apb_psel_global,32.2
async_fifo_Writing.rptr\[4\],32.18
async_fifo_Writing.async_fifo\[10\]\[49\],32.16
prdata_slaves[86],32.11
_02765_,32.08
_05334_,32.04
_02361_,32.02
_04519_,32.02
_04867_,32.02
apb_master_fsm_block.m_apb_paddr_reg\[15\],31.92
net2021,31.84
_04573_,31.7
_05175_,31.7
axi_slave_fsm_block.axi_araddr_reg\[24\],31.7
clknet_leaf_67_s_axi_aclk,31.68
_02834_,31.66
_04699_,31.66
_04705_,31.66
_04948_,31.66
axi_slave_fsm_block.sr_wfifo_wdata\[42\],31.62
net347,31.54
_04973_,31.36
_04888_,31.2
_04615_,31.12
_04857_,31.12
async_fifo_Reading.async_fifo\[1\]\[22\],30.805
async_fifo_Writing.async_fifo\[2\]\[61\],30.735
net207,30.68
_04786_,30.66
_05011_,30.66
_04755_,30.64
apb_master_fsm_block.wfifo_ena_return,30.54
_04725_,30.4
async_fifo_Reading.wptr_gray_sync2\[2\],30.4
_04536_,30.38
_00041_,30.3
_04759_,30.24
_04721_,30.18
_05052_,30.18
clknet_leaf_18_s_axi_aclk,30.18
_01232_,30.015
_05231_,30
_04552_,29.86
_02709_,29.82
net265,29.82
_01231_,29.76
_04793_,29.74
_04807_,29.72
_05176_,29.72
_03391_,29.7
_04818_,29.7
_04838_,29.7
_05001_,29.64
_05276_,29.64
axi_slave_fsm_block.sw_wfifo_wdata\[61\],29.62
_02926_,29.6
_03756_,29.56
apb_master_fsm_block.rfifo_data_latch\[24\],29.5
net656,29.48
net984,29.48
_05386_,29.38
_02716_,29.36
_04968_,29.36
net1414,29.34
_02569_,29.23
_02290_,29.22
_05185_,29.14
_05010_,29.08
_02633_,28.98
_04979_,28.98
async_fifo_Writing.wptr\[1\],28.96
_04690_,28.94
_05187_,28.9
_03014_,28.86
net372,28.66
_02240_,28.555
_02922_,28.5
net160,28.5
_02756_,28.48
_02904_,28.48
clknet_leaf_151_s_axi_aclk,28.48
net2039,28.38
_05003_,28.26
async_fifo_Writing.rptr\[3\],28.1
_04808_,28.04
_05317_,28.04
_02724_,28.02
_02815_,28.02
_02898_,28
_05254_,27.98
_05013_,27.94
_04568_,27.92
async_fifo_Reading.async_fifo\[13\]\[22\],27.905
_02376_,27.71
async_fifo_Writing.async_fifo\[4\]\[68\],27.62
_05306_,27.6
apb_master_fsm_block.m_apb_pwdata_reg\[13\],27.54
_02722_,27.52
clknet_leaf_58_s_axi_aclk,27.52
_04982_,27.48
_05315_,27.44
_02947_,27.35
apb_master_fsm_block.rfifo_data_latch\[28\],27.26
_02966_,27.22
axi_slave_fsm_block.sw_axi_awvalid_recieved,27.22
apb_master_fsm_block.rfifo_data_latch\[36\],27.2
_04880_,27.18
_05177_,27.14
_04939_,27.1
async_fifo_Writing.rptr_gray_sync2\[0\],27
_02697_,26.98
_05115_,26.98
_02925_,26.9
_04485_,26.77
apb_master_fsm_block.rfifo_data_latch\[11\],26.72
_00030_,26.64
_02779_,26.64
_02806_,26.64
_05078_,26.64
_04989_,26.56
_05009_,26.52
_04785_,26.5
apb_master_fsm_block.pselw_delay_cntr\[0\],26.42
async_fifo_Writing.async_fifo\[10\]\[9\],26.36
_02928_,26.32
_04814_,26.26
_04947_,26.22
_04977_,26.22
_05296_,26.22
axi_slave_fsm_block.sw_curr_state\[3\],26.14
_04992_,26.1
_02865_,26.04
_05089_,25.96
_02297_,25.82
_04819_,25.8
_05055_,25.8
_02969_,25.76
_02839_,25.68
_04688_,25.68
_05287_,25.64
_05327_,25.62
net1411,25.6
async_fifo_Writing.async_fifo\[6\]\[30\],25.56
_04481_,25.52
_04933_,25.42
_04844_,25.4
async_fifo_Writing.async_fifo\[2\]\[2\],25.32
async_fifo_Writing.async_fifo\[15\]\[46\],25.28
async_fifo_Writing.async_fifo\[6\]\[1\],25.28
_05266_,25.2
_02872_,25.16
_00000_,25.06
net291,25.06
_02696_,25
apb_master_fsm_block.rfifo_data_latch\[4\],25
_02236_,24.8
async_fifo_Writing.async_fifo\[9\]\[22\],24.8
_02230_,24.74
apb_master_fsm_block.rfifo_data_latch\[62\],24.66
_02778_,24.64
apb_master_fsm_block.rfifo_data_latch\[22\],24.52
async_fifo_Writing.async_fifo\[5\]\[23\],24.52
_02715_,24.46
_04957_,24.42
_02288_,24.38
_02682_,24.38
_02691_,24.34
_04592_,24.26
apb_master_fsm_block.m_apb_pwdata_reg\[12\],24.26
_05204_,24.22
_02883_,24.16
s_axi_wdata[22],24.12
s_axi_rdata_return[31],24.09
apb_master_fsm_block.m_apb_pwdata_reg\[11\],24.08
_00006_,24.005
async_fifo_Reading.async_fifo\[4\]\[18\],24
_02235_,23.98
async_fifo_Writing.async_fifo\[4\]\[55\],23.925
_02228_,23.92
_02670_,23.92
_02935_,23.9
async_fifo_Writing.rptr\[1\],23.84
_00019_,23.72
_05121_,23.72
s_axi_awaddr[15],23.72
net2018,23.72
_02326_,23.68
_02664_,23.64
_05234_,23.64
async_fifo_Writing.async_fifo\[5\]\[61\],23.64
